subject_id,subject_label,predicate_id,predicate_label,object_id,object_label,add or change
Q56018871,Bounded ordered dictionaries in O(log log N) time and O(n) space,P407,language of work or name,Q1860,English,added
Q38779245,Development of carbon-11 labeled acryl amides for selective PET imaging of active tissue transglutaminase,P50,author,Q52983347,Adriaan A Lammertsma,added
Q56763506,Optimal node ranking of trees in linear time,P407,language of work or name,Q1860,English,added
Q29302733,Finding the upper envelope of n line segments in O(n log n) time,P407,language of work or name,Q1860,English,added
Q124820415,A pumping lemma for deterministic context-free languages,P407,language of work or name,Q1860,English,added
Q56428731,An algorithm for drawing general undirected graphs,P407,language of work or name,Q1860,English,added
Q56525213,A Distributed Algorithm for Multiple Entries to a Critical Section,P407,language of work or name,Q1860,English,added
Q57824414,3'-Deoxy-3'-[18F]Fluorothymidine Positron Emission Tomography Depicts Heterogeneous Proliferation Pathology in Idiopathic Pulmonary Arterial Hypertension Patient Lung,P50,author,Q52983347,Adriaan A Lammertsma,added
Q62654300,Direct semantics and exceptions define jumps and coroutines,P407,language of work or name,Q1860,English,added
Q61846810,Path integral methods for computer performance analysis,P407,language of work or name,Q1860,English,added
Q57191515,Synthesis and preliminary preclinical evaluation of fluorine-18 labelled isatin-4-(4-methoxyphenyl)-3-thiosemicarbazone ([F]4FIMPTC) as a novel PET tracer of P-glycoprotein expression,P50,author,Q52983347,Adriaan A Lammertsma,added
Q114215567,A general implementation of relational recursion with speedup techniques for programmers,P407,language of work or name,Q1860,English,added
Q56490243,The Steiner problem with edge lengths 1 and 2,P407,language of work or name,Q1860,English,added
Q122480309,Fast Knuth-Bendix completion with a term rewriting system compiler,P407,language of work or name,Q1860,English,added
Q57804307,Doppler Flow Velocity and Thermodilution to Assess Coronary Flow Reserve: A Head-to-Head Comparison With [O]HO PET,P50,author,Q52983347,Adriaan A Lammertsma,added
Q51221214,Boundedness is undecidable for datalog programs with a single recursive rule,P407,language of work or name,Q1860,English,added
Q93211503,"Fractional flow reserve, instantaneous wave-free ratio, and resting Pd/Pa compared with [15O]H2O positron emission tomography myocardial perfusion imaging: a PACIFIC trial sub-study",P50,author,Q52983347,Adriaan A Lammertsma,added
Q59568105,A better lower bound for distributed leader finding in bidirectional asynchronous rings of processors,P407,language of work or name,Q1860,English,added
Q63367516,Noise-Induced Variability of Immuno-PET with Zirconium-89-Labeled Antibodies: an Analysis Based on Count-Reduced Clinical Images,P50,author,Q52983347,Adriaan A Lammertsma,added
Q90495111,F8-IL10: A New Potential Antirheumatic Drug Evaluated by a PET-Guided Translational Approach,P50,author,Q52983347,Adriaan A Lammertsma,added
Q136467970,The accident of the Jaslovské Bohunice A1 power plant in 1976,P17,country,Q33946,Czechoslovakia,added
Q61609677,Finding paths and deleting edges in directed acyclic graphs,P407,language of work or name,Q1860,English,added
Q57045640,The folate receptor β as a macrophage-mediated imaging and therapeutic target in rheumatoid arthritis,P50,author,Q52983347,Adriaan A Lammertsma,added
Q57401618,On the random construction of heaps,P407,language of work or name,Q1860,English,added
Q114685337,Completeness issues for join dependencies derived from the universal relation join dependency,P407,language of work or name,Q1860,English,added
Q29398646,On decomposing polygons into uniformly monotone parts,P407,language of work or name,Q1860,English,added
Q57383758,A note on unification type zero,P407,language of work or name,Q1860,English,added
Q114685340,Positive Boolean dependencies,P407,language of work or name,Q1860,English,added
Q56210424,On generating all maximal independent sets,P407,language of work or name,Q1860,English,added
Q92417917,89Zr-Immuno-PET: Toward a Noninvasive Clinical Tool to Measure Target Engagement of Therapeutic Antibodies In Vivo,P50,author,Q52983347,Adriaan A Lammertsma,added
Q59699419,Dynamic program slicing,P407,language of work or name,Q1860,English,added
Q92968510,A new perspective for advanced positron emission tomography-based molecular imaging in neurodegenerative proteinopathies,P50,author,Q52983347,Adriaan A Lammertsma,added
Q56763504,Optimal node ranking of trees,P407,language of work or name,Q1860,English,added
Q114685338,Testing unboundedness of database schemes and functional dependencies,P407,language of work or name,Q1860,English,added
Q136467968,Marina Boldova,P19,place of birth,Q894,Samara,added
Q59568115,The complexity of finding uniform emulations on fixed graphs,P407,language of work or name,Q1860,English,added
Q57285353,Evaluation of the Novel PET Tracer [C]HACH242 for Imaging the GluN2B NMDA Receptor in Non-Human Primates,P50,author,Q52983347,Adriaan A Lammertsma,added
Q56959258,Does co-NP have short interactive proofs?,P407,language of work or name,Q1860,English,added
Q56855015,541132 Leleākūhonua,P6259,epoch,Q69307730,"November 21, 2025",added
Q57401626,Parallel algorithms for finding Hamilton cycles in random graphs,P407,language of work or name,Q1860,English,added
Q93169837,In vivo imaging of TGFβ signalling components using positron emission tomography,P50,author,Q52983347,Adriaan A Lammertsma,added
Q124808236,Generalized lower bounds derived from Hastad's main lemma,P407,language of work or name,Q1860,English,added
Q92235822,Assessment of Simplified Methods for Quantification of 18F-FDHT Uptake in Patients with Metastatic Castration-Resistant Prostate Cancer,P50,author,Q52983347,Adriaan A Lammertsma,added
Q57001803,"Super-exponentials nonprimitive recursive, but rudimentary",P407,language of work or name,Q1860,English,added
Q92890693,First in man study of [18F]fluoro-PEG-folate PET: a novel macrophage imaging technique to visualize rheumatoid arthritis,P50,author,Q52983347,Adriaan A Lammertsma,added
Q57699720,An algorithm for determining an opaque minimal forest of a convex polygon,P407,language of work or name,Q1860,English,added
Q56269666,Garbage collection can be faster than stack allocation,P407,language of work or name,Q1860,English,added
Q89741073,Guidelines for the content and format of PET brain data in publications and archives: A consensus paper,P50,author,Q52983347,Adriaan A Lammertsma,added
Q136467971,Turbulence,P31,instance of,Q482994,album,added
Q57387920,Minimizing mean weighted execution time loss on identical and uniform processors,P407,language of work or name,Q1860,English,added
Q130313487,LINF_040017000,P684,ortholog,Q62133888,LmxM.04.1180,added
Q56049339,A variant of heapsort with almost optimal number of comparisons,P407,language of work or name,Q1860,English,added
Q95577045,Improved detection of diffuse glioma infiltration with imaging combinations: a diagnostic accuracy study,P50,author,Q52983347,Adriaan A Lammertsma,added
Q59491574,Stopping times of distributed consensus protocols: A probabilistic analysis,P407,language of work or name,Q1860,English,added
Q90041899,Proven validity and management impact of amyloid imaging in Alzheimer's disease-repetita juvant,P50,author,Q52983347,Adriaan A Lammertsma,added
Q56019617,Counterexamples to termination for the direct sum of term rewriting systems,P407,language of work or name,Q1860,English,added
Q115465352,A note on the effect of preemptive policies on the stability of a priority queue,P407,language of work or name,Q1860,English,added
Q59259784,On the size of nonredundant FD-covers,P407,language of work or name,Q1860,English,added
Q136467972,Q136467972,P170,creator,Q175130,Alfred Sisley,added
Q136467972,Q136467972,P186,made from material,Q12321255,canvas,added
Q136467972,Q136467972,P186,made from material,Q296955,oil paint,added
Q136467972,Q136467972,P31,instance of,Q3305213,painting,added
Q92037978,Value of CMR and PET in Predicting Ventricular Arrhythmias in Ischemic Cardiomyopathy Patients Eligible for ICD,P50,author,Q52983347,Adriaan A Lammertsma,added
Q59259785,Subsumption and implication,P407,language of work or name,Q1860,English,added
Q57360197,Nonconstructive advances in polynomial-time complexity,P407,language of work or name,Q1860,English,added
Q91851609,Simulating the effect of cerebral blood flow changes on regional quantification of [18F]flutemetamol and [18F]florbetaben studies,P50,author,Q52983347,Adriaan A Lammertsma,added
Q56959263,One-way permutations in NC0,P407,language of work or name,Q1860,English,added
Q22123013,Q22123013,P279,subclass of,Q140588,typhoon,added
Q94514230,Quantitative Assessment of Arthritis Activity in Rheumatoid Arthritis Patients Using [11C]DPA-713 Positron Emission Tomography,P50,author,Q52983347,Adriaan A Lammertsma,added
Q29041830,Dominating sets for split and bipartite graphs,P407,language of work or name,Q1860,English,added
Q50457447,The influence of moderate-intensity physical effort on peripheral blood in adults with Down syndrome - a pilot study,P407,language of work or name,Q1860,English,added
Q50457447,The influence of moderate-intensity physical effort on peripheral blood in adults with Down syndrome - a pilot study,P921,main subject,Q71151031,physical exertion,added
Q121127025,NiftyPAD - Novel Python Package for Quantitative Analysis of Dynamic PET Data,P50,author,Q52983347,Adriaan A Lammertsma,added
Q114685342,Functional dependencies in relations with null values,P407,language of work or name,Q1860,English,added
Q63252976,A simple linear-time algorithm for in situ merging,P407,language of work or name,Q1860,English,added
Q60366496,Integer linear programming for microprograms register allocation,P407,language of work or name,Q1860,English,added
Q60164650,On computing the determinant in small parallel time using a small number of processors,P407,language of work or name,Q1860,English,added
Q56324183,A partitioning algorithm for minimum weighted Euclidean matching,P407,language of work or name,Q1860,English,added
Q114685343,A characterization of multivalued dependencies equivalent to a join dependency,P407,language of work or name,Q1860,English,added
Q56115189,Smoothsort's behavior on presorted sequences,P407,language of work or name,Q1860,English,added
Q124816981,An application of a transfer lemma,P407,language of work or name,Q1860,English,added
Q114215571,A noncommutative algorithm for multiplying 5 × 5 matrices using 102 multiplications,P407,language of work or name,Q1860,English,added
Q61051151,Log-logarithmic worst-case range queries are possible in space Θ(N),P407,language of work or name,Q1860,English,added
Q114685344,The theory of functional and subset dependencies over relational expressions,P407,language of work or name,Q1860,English,added
Q56658989,BPP and the polynomial hierarchy,P407,language of work or name,Q1860,English,added
Q135649543,Nikos Xydakis,P69,educated at,Q4952508,Boylan Catholic High School,added
Q62654315,Stable marriages by coroutines,P407,language of work or name,Q1860,English,added
Q114262292,Open maths problems computer competition,P407,language of work or name,Q1860,English,added
Q114685345,Armstrong databases for functional and inclusion dependencies,P407,language of work or name,Q1860,English,added
Q56992526,On the size of projections: I,P407,language of work or name,Q1860,English,added
Q136467970,The accident of the Jaslovské Bohunice A1 power plant in 1976,P31,instance of,Q1620824,nuclear accident,added
Q124817934,Permutations are not context-free: An application of the interchange lemma,P407,language of work or name,Q1860,English,added
Q60164218,On multiset orderings,P407,language of work or name,Q1860,English,added
Q132854375,Stolperstein dedicated to Alfred Simon,P1889,different from,Q136365501,Stolperstein dedicated to Alfred Simon,added
Q124818292,A simple transfer lemma for algebraic specifications,P407,language of work or name,Q1860,English,added
Q57387935,Scheduling independent 2-processor tasks to minimize schedule length,P407,language of work or name,Q1860,English,added
Q114685346,Strong equivalence of relational expressions under dependencies,P407,language of work or name,Q1860,English,added
Q56388861,A labeling algorithm to recognize a line digraph and output its root graph,P407,language of work or name,Q1860,English,added
Q6465616,Aciaty,P131,located in the administrative territorial entity,Q4134592,Hvoznicki Sieĺsaviet,added
Q130492490,NP-completeness of some generalizations of the maximum matching problem,P407,language of work or name,Q1860,English,added
Q61677990,An optimal test on finite unavoidable sets of words,P407,language of work or name,Q1860,English,added
Q56340272,Multidimensional tries used for associative searching,P407,language of work or name,Q1860,English,added
Q122911445,On the triangle conjecture,P407,language of work or name,Q1860,English,added
Q5685273,Q5685273,P6259,epoch,Q69307730,"November 21, 2025",added
Q113888134,Hardware address translation for machines with a large virtual memory,P407,language of work or name,Q1860,English,added
Q57518727,On efficient computation of the coefficients of some polynomials with applications to some enumeration problems,P407,language of work or name,Q1860,English,added
Q57568241,Optimal packing and covering in the plane are NP-complete,P407,language of work or name,Q1860,English,added
Q85911515,Peroxisome proliferator activated receptor ligands affect progesterone and 17β-estradiol secretion by porcine corpus luteum during early pregnancy,P407,language of work or name,Q1860,English,added
Q122983527,"The undecidability of a word problem: On a conjecture of strong, Maggiolo-Schettini and Rosen",P407,language of work or name,Q1860,English,added
Q59411179,Testing a simple polygon for monotonicity,P407,language of work or name,Q1860,English,added
Q2048239,Joseph Winlock,P1066,student of,Q467611,Benjamin Peirce,added
Q85911512,Leukotrienes biosynthesis in vascular surgery patients during perioperative period,P407,language of work or name,Q1860,English,added
Q97574931,Stolperstein dedicated to Alfred Simon,P1889,different from,Q136365501,Stolperstein dedicated to Alfred Simon,added
Q56157600,Bunch theory: A simple set theory for computer science,P407,language of work or name,Q1860,English,added
Q40184160,The role of local and systemic cytokines in patients infected with Clostridium difficile,P407,language of work or name,Q1860,English,added
Q114685347,The decision problem for database dependencies,P407,language of work or name,Q1860,English,added
Q56210434,The clique problem for planar graphs,P407,language of work or name,Q1860,English,added
Q61677999,An optimal algorithm for computing the repetitions in a word,P407,language of work or name,Q1860,English,added
Q114685348,Mixed transitivity for functional and multivalued dependencies in database relations,P407,language of work or name,Q1860,English,added
Q55894542,An efficient variation of bubble sort,P407,language of work or name,Q1860,English,added
Q29391507,Termination detection for diffusing computations,P407,language of work or name,Q1860,English,added
Q113888135,International Conference on computer hardware description languages and their applications,P407,language of work or name,Q1860,English,added
Q57694060,Tuning architecture via microprogramming,P407,language of work or name,Q1860,English,added
Q57387941,Deadline scheduling of tasks with ready times and resource constraints,P407,language of work or name,Q1860,English,added
Q5684826,Q5684826,P6259,epoch,Q69307730,"November 21, 2025",added
Q123314029,A note on conjecture of Kam and Ullman concerning statistical databases,P407,language of work or name,Q1860,English,added
Q56763501,Decomposable searching problems,P407,language of work or name,Q1860,English,added
Q57518731,Three efficient algorithms for counting problems,P407,language of work or name,Q1860,English,added
Q56070313,Voronoi diagrams from convex hulls,P407,language of work or name,Q1860,English,added
Q136467969,Category:Albums produced by Andy York,P31,instance of,Q4167836,Wikimedia category,added
Q55951483,Another efficient algorithm for convex hulls in two dimensions,P407,language of work or name,Q1860,English,added
Q29543964,Traversing binary trees simply and cheaply,P407,language of work or name,Q1860,English,added
Q125019626,A note on the pumping lemma for regular languages,P407,language of work or name,Q1860,English,added
Q56138402,The np-completeness of the hamiltonian cycle problem in planar diagraphs with degree bound two,P407,language of work or name,Q1860,English,added
Q29541131,A technique for implementing backtrack algorithms and its application,P407,language of work or name,Q1860,English,added
Q29394502,A linear-time algorithm for testing the truth of certain quantified boolean formulas,P407,language of work or name,Q1860,English,added
Q123010395,A counterexample to the generalized Aanderaa-Rosenberg conjecture,P407,language of work or name,Q1860,English,added
Q62654322,"Phrase structures, non-determinism and backtracking",P407,language of work or name,Q1860,English,added
Q61661701,A probabilistic remark on algebraic program testing,P407,language of work or name,Q1860,English,added
Q114215573,A noncommutative algorithm for multiplying 5×5 matrices using 103 multiplications,P407,language of work or name,Q1860,English,added
Q56944429,Arcade — a system for research and education in computer architecture,P407,language of work or name,Q1860,English,added
Q55934324,An O(|V|3) algorithm for finding maximum flows in networks,P407,language of work or name,Q1860,English,added
Q56050587,Understanding the complexity of interpolation search,P407,language of work or name,Q1860,English,added
Q29394334,The complexity of finding fixed-radius near neighbors,P407,language of work or name,Q1860,English,added
Q61450098,An optimization of the alternating semantic evaluator,P407,language of work or name,Q1860,English,added
Q121872001,Error diagnosis and recovery in one pass compilers,P407,language of work or name,Q1860,English,added
Q60198239,Selection of good algorithms from a family of algorithms for polynomial derivative evaluation,P407,language of work or name,Q1860,English,added
Q29393236,A generalization of Dijkstra's algorithm,P407,language of work or name,Q1860,English,added
Q56340228,Constructing optimal binary decision trees is NP-complete,P407,language of work or name,Q1860,English,added
Q35394621,Effect of cannabinoid receptors 1 modulation on osteoporosis in a rat model of different ages,P407,language of work or name,Q1860,English,added
Q123365848,Automatic generation of lexical analyzers in a compiler-compiler,P407,language of work or name,Q1860,English,added
Q114215575,An algorithm for finding all shortest paths using N2.81 infinite-precision multiplications,P407,language of work or name,Q1860,English,added
Q56269094,A note on the complexity of the chromatic number problem,P407,language of work or name,Q1860,English,added
Q57254330,An almost optimal algorithm for unbounded searching,P407,language of work or name,Q1860,English,added
Q114685349,On the complexity of finding the set of candidate keys for a given set of functional dependencies,P407,language of work or name,Q1860,English,added
Q30053698,"Subgraph isomorphism, matching relational structures and maximal cliques",P407,language of work or name,Q1860,English,added
Q121979142,On homomorphic images of transition graphs,P407,language of work or name,Q1860,English,added
Q67576990,A rationale for the numerical differentiation of experimental data,P407,language of work or name,Q1860,English,added
Q57614038,Seeking out profitable countertrade opportunities,P407,language of work or name,Q1860,English,added
Q113444241,Sales managers' perception of compensation and security policies,P407,language of work or name,Q1860,English,added
Q114685351,International consumerism: A threat or opportunity?,P407,language of work or name,Q1860,English,added
Q113444243,Why ICI decided to move into continental Europe and how they did it,P407,language of work or name,Q1860,English,added
Q123270162,Proof of a conjecture of W. Veys,P407,language of work or name,Q1860,English,added
Q29398732,A common generalization of the Frölicher-Nijenhuis bracket and the Schouten bracket for symmetric multivector fields,P407,language of work or name,Q1860,English,added
Q124843135,A weak Hopf lemma for holomorphic mappings,P407,language of work or name,Q1860,English,added
Q5684740,216433 Milianleo,P6259,epoch,Q69307730,"November 21, 2025",added
Q123015177,Clemens' conjecture for octic and nonic curves,P407,language of work or name,Q1860,English,added
Q29042360,Efficient determination of the transitive closure of a directed graph,P407,language of work or name,Q1860,English,added
Q56485278,A note on finding the bridges of a graph,P407,language of work or name,Q1860,English,added
Q61835184,Automorphisms ofZd-subshifts of finite type,P407,language of work or name,Q1860,English,added
Q123191813,"On Zariski tangent spaces of Schubert varieties, and a proof of a conjecture of Deodhar",P407,language of work or name,Q1860,English,added
Q115368303,The geometry of differential difference equations,P407,language of work or name,Q1860,English,added
Q56813088,Motivic ε-factors at infinity and regularized dimensions,P407,language of work or name,Q1860,English,added
Q115368309,Cartan invariants for the restricted toral rank two contact Lie algebra,P407,language of work or name,Q1860,English,added
Q115368307,Compact leaves in minimal Riemannian foliations,P407,language of work or name,Q1860,English,added
Q125018568,Note on a counterexample to Hilbert's fourteenth problem given by P. Roberts,P407,language of work or name,Q1860,English,added
Q115368323,Minimal foliations on lie groups,P407,language of work or name,Q1860,English,added
Q64385411,Normal forms of real symmetric systems with multiplicity,P407,language of work or name,Q1860,English,added
Q124878756,Dyson's lemma without tears,P407,language of work or name,Q1860,English,added
Q114215577,On the injective C(T)-spaces,P407,language of work or name,Q1860,English,added
